136,RP11-431K24.1,
137,SLC45A1,
138,RERE,
139,RP5-1115A15.1,
140,ENO1,
141,ENO1-AS1,
142,CA6,
143,SLC2A5,
144,GPR157,
145,MIR34AHG,
146,RP3-510D11.2,
147,H6PD,
148,SPSB1,
149,SLC25A33,
150,TMEM201,
151,PIK3CD,
152,PIK3CD-AS1,
153,PIK3CD-AS2,
154,CLSTN1,
155,CTNNBIP1,
156,LZIC,
157,NMNAT1,
158,RBP7,
159,UBE4B,
160,KIF1B,
161,PGD,
162,APITD1-CORT,
163,APITD1,
164,CORT,
165,DFFA,
166,PEX14,
167,CASZ1,
168,RP4-734G22.3,
169,TARDBP,
170,RP4-635E18.9,
171,RP4-635E18.8,
172,SRM,
173,EXOSC10,
174,RP4-635E18.7,
175,RP4-635E18.6,
176,MTOR,
177,UBIAD1,
178,FBXO2,
179,FBXO44,
180,FBXO6,
181,MAD2L2,
182,DRAXIN,
183,AGTRAP,
184,C1orf167,
185,MTHFR,
186,CLCN6,
187,NPPA-AS1,
188,KIAA2013,
189,PLOD1,
190,MFN2,
191,MIIP,
192,TNFRSF8,
193,TNFRSF1B,
194,VPS13D,
195,DHRS3,
196,RP11-474O21.5,
197,C1orf158,
198,LRRC38,
199,PDPN,
200,PRDM2,
201,KAZN,
202,TMEM51-AS1,
203,TMEM51,
204,FHAD1,
205,RP3-467K16.2,
206,RP3-467K16.4,
207,EFHD2,
208,CASP9,
209,DNAJC16,
210,AGMAT,
211,RP4-680D5.2,
212,DDI2,
213,RP4-680D5.9,
214,PLEKHM2,
215,SLC25A34,
216,FBLIM1,
217,UQCRHL,
218,FLJ37453,
219,SPEN,
220,ZBTB17,
221,C1orf64,
222,HSPB7,
223,CLCNKA,
224,EPHA2,
225,RP11-276H7.2,
226,RP11-276H7.3,
227,ARHGEF19,
228,RSG1,
229,FBXO42,
230,SZRD1,
231,SPATA21,
232,NECAP2,
233,RP4-798A10.2,
234,RP4-798A10.7,
235,NBPF1,
236,CROCC,
237,RP11-108M9.4,
238,RP11-108M9.6,
239,MFAP2,
240,ATP13A2,
241,SDHB,
242,PADI2,
243,PADI3,
244,PADI4,
245,RCC2,
246,ARHGEF10L,
247,IGSF21,
248,KLHDC7A,
249,ALDH4A1,
250,IFFO2,
251,UBR4,
252,RP1-43E13.2,
253,EMC1,
254,MRTO4,
255,AKR7A3,
256,AKR7A2,
257,PQLC2,
258,CAPZB,
259,MINOS1,
260,NBL1,
261,TMCO4,
262,RNF186,
263,OTUD3,
264,PLA2G2A,
265,PLA2G5,
266,PLA2G2D,
267,PLA2G2C,
268,UBXN10-AS1,
269,UBXN10,
270,RP4-745E8.2,
271,CAMK2N1,
272,MUL1,
273,FAM43B,
274,CDA,
275,PINK1,
276,PINK1-AS,
277,DDOST,
278,KIF17,
279,SH2D5,
280,HP1BP3,
281,EIF4G3,
282,ECE1,
283,RP5-1071N3.1,
284,NBPF3,
285,ALPL,
286,RAP1GAP,
287,USP48,
288,LDLRAD2,
289,HSPG2,
290,RP1-224A6.3,
291,LINC00339,
292,CDC42,
293,WNT4,
294,ZBTB40,
295,C1QA,
296,C1QC,
297,C1QB,
298,EPHB2,
299,C1orf234,
300,KDM1A,
301,LUZP1,
302,LINC01355,
303,HNRNPR,
304,ZNF436,
305,ZNF436-AS1,
306,RP5-1057J7.7,
307,TCEA3,
308,ASAP3,
309,E2F2,
310,RP1-150O5.3,
311,ID3,
312,MDS2,
313,RPL11,
314,TCEB3,
315,TCEB3-AS1,
316,PITHD1,
317,LYPLA2,
318,GALE,
319,HMGCL,
320,FUCA1,
321,CNR2,
322,PNRC2,
323,SRSF10,
324,MYOM3,
325,IL22RA1,
326,IFNLR1,
327,STPG1,
328,NIPAL3,
329,RCAN3,
330,RP4-594I10.3,
331,NCMAP,
332,SRRM1,
333,CLIC4,
334,RUNX3,
335,RP4-706G24.1,
336,SYF2,
337,RSRP1,
338,RP3-465N24.6,
339,TMEM50A,
340,RHCE,
341,TMEM57,
342,LDLRAP1,
343,MAN1C1,
344,RP1-187B23.1,
345,SEPN1,
346,RP1-317E23.3,
347,MTFR1L,
348,AUNIP,
349,RP1-125I3.2,
350,PAQR7,
351,STMN1,
352,PAFAH2,
353,EXTL1,
354,SLC30A2,
355,PDIK1L,
356,FAM110D,
357,RP11-96L14.7,
358,ZNF593,
359,CNKSR1,
360,CEP85,
361,SH3BGRL3,
362,UBXN11,
363,CD52,
364,AIM1L,
365,ZNF683,
366,DHDDS,
367,HMGN2,
368,RPS6KA1,
369,RP5-968P14.2,
370,ARID1A,
371,PIGV,
372,ZDHHC18,
373,SFN,
374,GPN2,
375,GPATCH3,
376,NUDC,
377,KDF1,
378,TRNP1,
379,FAM46B,
380,SLC9A1,
381,WDTC1,
382,TMEM222,
383,SYTL1,
384,MAP3K6,
385,FCN3,
386,CD164L2,
387,GPR3,
388,WASF2,
389,RP1-159A19.4,
390,AHDC1,
391,FGR,
392,RP11-288L9.1,
393,IFI6,
394,FAM76A,
395,STX12,
396,PPP1R8,
397,THEMIS2,
398,RPA2,
399,SMPDL3B,
400,XKR8,
401,EYA3,
402,PTAFR,
403,DNAJC8,
404,ATPIF1,
405,RP5-1092A3.4,
406,SESN2,
407,MED18,
408,PHACTR4,
409,RCC1,
410,TRNAU1AP,
411,SNHG12,
412,TAF12,
413,RAB42,
414,RP11-442N24--B.1,
415,RNU11,
416,GMEB1,
417,YTHDF2,
418,OPRD1,
419,EPB41,
420,TMEM200B,
421,SRSF4,
422,MECR,
423,PTPRU,
424,MATN1,
425,MATN1-AS1,
426,LAPTM5,
427,RP5-1125N11.2,
428,SDC3,
429,PUM1,
430,NKAIN1,
431,SNRNP40,
432,ZCCHC17,
433,FABP3,
434,SERINC2,
435,TINAGL1,
436,PEF1,
437,RP11-73M7.6,
438,RP11-73M7.9,
439,COL16A1,
440,ADGRB2,
441,SPOCD1,
442,RP11-84A19.2,
443,RP11-84A19.4,
444,PTP4A2,
445,RP4-534N18.2,
446,KHDRBS1,
447,RP11-277A4.4,
448,TMEM39B,
449,KPNA6,
450,TXLNA,
451,CCDC28B,
452,RP4-622L5.7,
453,IQCC,
454,DCDC2B,
455,TMEM234,
456,EIF3I,
457,FAM167B,
458,LCK,
459,HDAC1,
460,MARCKSL1,
461,TSSK3,
462,FAM229A,
463,BSDC1,
464,ZBTB8B,
465,ZBTB8A,
466,ZBTB8OS,
467,RBBP4,
468,SYNC,
469,RP11-114B7.6,
470,KIAA1522,
471,YARS,
472,S100PBP,
473,FNDC5,
474,HPCA,
475,TMEM54,
476,RNF19B,
477,AK2,
478,AZIN2,
479,TRIM62,
480,ZNF362,
481,RP11-415J8.3,
482,PHC2,
483,RP11-415J8.5,
484,ZSCAN20,
485,CSMD2,
486,SMIM12,
487,GJB5,
488,GJB4,
489,GJB3,
490,GJA4,
491,DLGAP3,
492,RP11-244H3.4,
493,ZMYM6NB,
494,ZMYM6,
495,ZMYM1,
496,SFPQ,
497,ZMYM4,
498,KIAA0319L,
499,NCDN,
500,RP4-728D4.2,
501,TFAP2E,
502,PSMB2,
503,C1orf216,
504,CLSPN,
505,AGO4,
506,AGO1,
507,AGO3,
508,TEKT2,
509,ADPRHL2,
510,COL8A2,
511,TRAPPC3,
512,MAP7D1,
513,THRAP3,
514,SH3D21,
515,EVA1B,
516,RP11-268J15.5,
517,STK40,
518,LSM10,
519,OSCP1,
520,MRPS15,
521,CSF3R,
522,GRIK3,
523,LINC01137,
524,ZC3H12A,
525,MEAF6,
526,SNIP1,
527,DNALI1,
528,GNL2,
529,RSPO1,
530,C1orf109,
531,CDCA8,
532,EPHA10,
533,MANEAL,
534,YRDC,
535,C1orf122,
536,MTF1,
537,INPP5B,
538,RP11-109P14.10,
539,SF3A3,
540,FHL3,
541,UTP11L,
542,POU3F1,
543,RRAGC,
544,RP5-864K19.4,
545,MYCBP,
546,RHBDL2,
547,AKIRIN1,
548,NDUFS5,
549,MACF1,
550,RP11-69E11.4,
551,PABPC4,
552,HEYL,
553,HPCAL4,
554,PPIE,
555,BMP8B,
556,OXCT2,
557,TRIT1,
558,MYCL,
559,MFSD2A,
560,CAP1,
561,PPT1,
562,RLF,
563,RP1-39G22.7,
564,ZMPSTE24,
565,COL9A2,
566,SMAP2,
567,ZFP69B,
568,ZFP69,
569,RP11-656D10.3,
570,EXO5,
571,ZNF684,
572,RIMS3,
573,NFYC-AS1,
574,NFYC,
575,KCNQ4,
576,CITED4,
577,CTPS1,
578,SLFNL1-AS1,
579,SLFNL1,
580,SCMH1,
581,RP11-399E6.1,
582,FOXO6,
583,RP11-399E6.4,
584,EDN2,
585,HIVEP3,
586,FOXJ3,
587,RIMKLA,
588,ZMYND12,
589,PPCS,
590,CCDC30,
591,PPIH,
592,RP5-994D16.3,
593,YBX1,
594,CLDN19,
595,P3H1,
596,C1orf50,
597,SVBP,
598,ERMAP,
599,RP11-342M1.3,
600,ZNF691,
601,SLC2A1,
602,SLC2A1-AS1,
603,FAM183A,
604,EBNA1BP2,
605,CFAP57,
606,TMEM125,
607,C1orf210,
608,TIE1,
609,RP1-92O14.3,
610,CDC20,
611,ELOVL1,
612,MED8,
613,SZT2,
614,HYI,
615,HYI-AS1,
616,PTPRF,
617,KDM4A,
618,KDM4A-AS1,
619,ST3GAL3,
620,ARTN,
621,RP11-7O11.3,
622,IPO13,
623,DPH2,
624,ATP6V0B,
625,B4GALT2,
626,CCDC24,
627,SLC6A9,
628,RP5-1198O20.4,
629,DMAP1,
630,ERI3,
631,RNF220,
632,TMEM53,
633,C1orf228,
634,KIF2C,
635,RPS8,
636,BEST4,
637,PLK3,
638,BTBD19,
639,PTCH2,
640,EIF2B3,
641,HECTD3,
642,UROD,
643,ZSWIM5,
644,LINC01144,
645,MUTYH,
646,TOE1,
647,TESK2,
648,CCDC163P,
649,MMACHC,
650,PRDX1,
651,AKR1A1,
652,NASP,
653,CCDC17,
654,GPBP1L1,
655,TMEM69,
656,IPP,
657,MAST2,
658,PIK3R3,
659,RP4-533D7.4,
660,TSPAN1,
661,POMGNT1,
662,LURAP1,
663,RAD54L,
664,LRRC41,
665,UQCRH,
666,NSUN4,
667,FAAH,
668,DMBX1,
669,MKNK1,
670,MOB3C,
671,ATPAF1,
672,EFCAB14,
673,CYP4B1,
674,CYP4A11,
675,CYP4X1,
676,CYP4Z1,
677,CYP4A22-AS1,
678,LINC00853,
679,PDZK1IP1,
680,TAL1,
681,STIL,
682,CMPK1,
683,LINC01389,
684,FOXD2-AS1,
685,FOXD2,
686,TRABD2B,
687,SLC5A9,
688,RP5-1024N4.4,
689,SPATA6,
690,AGBL4,
691,BEND5,
692,ELAVL4,
693,DMRTA2,
694,FAF1,
695,CDKN2C,
696,LINC01562,
697,RNF11,
698,TTC39A,
699,TTC39A-AS1,
700,EPS15,
701,OSBPL9,
702,NRDC,
703,RP4-657D16.3,
704,RAB3B,
705,TXNDC12,
706,KTI12,
707,BTF3L4,
708,ZFYVE9,
709,CC2D1B,
710,RP11-155O18.6,
711,ORC1,
712,PRPF38A,
713,ZCCHC11,
714,GPX7,
715,FAM159A,
716,COA7,
717,ZYG11B,
718,ZYG11A,
719,ECHDC2,
720,SCP2,
721,PODN,
722,SLC1A7,
723,RP11-334A14.8,
724,CPT2,
725,RP5-1024G6.2,
726,C1orf123,
727,RP5-1024G6.7,
728,MAGOH,
729,RP5-1024G6.5,
730,LRP8,
731,RP4-784A16.5,
732,RP11-117D22.2,
733,GLIS1,
734,NDC1,
735,YIPF1,
736,DIO1,
737,HSPB11,
738,LRRC42,
739,LDLRAD1,
740,TMEM59,
741,TCEANC2,
742,CYB5RL,
743,MRPL37,
744,SSBP3,
745,SSBP3-AS1,
746,ACOT11,
747,FAM151A,
748,MROH7,
749,TTC4,
750,PARS2,
751,TTC22,
752,DHCR24,
753,RP11-67L3.4,
754,TMEM61,
755,PCSK9,
756,USP24,
757,RP11-90C4.1,
758,RP11-504A18.1,
759,PLPP3,
760,PRKAA2,
761,C1orf168,
762,DAB1,
763,OMA1,
764,TACSTD2,
765,MYSM1,
766,JUN,
767,LINC01135,
768,RP4-794H19.1,
769,LINC01358,
770,FGGY,
771,HOOK1,
772,CYP2J2,
773,RP11-776H12.1,
774,NFIA,
775,NFIA-AS2,
776,TM2D1,
777,RP11-430G17.3,
778,INADL,
779,L1TD1,
780,KANK4,
781,USP1,
782,DOCK7,
783,RP11-230B22.1,
784,ATG4C,
785,FOXD3-AS1,
786,ALG6,
787,ITGB3BP,
788,EFCAB7,
789,PGM1,
790,ROR1,
791,CACHD1,
792,RAVER2,
793,JAK1,
794,RP4-535B20.4,
795,AK4,
796,DNAJC6,
797,LEPROT,
798,LEPR,
799,PDE4B,
800,SGIP1,
801,RP4-598P13.1,
802,TCTEX1D1,
803,WDR78,
804,MIER1,
805,SLC35D1,
806,IL23R,
807,IL12RB2,
808,SERBP1,
809,GADD45A,
810,GNG12,
811,GNG12-AS1,
812,DIRAS3,
813,WLS,
814,DEPDC1,
815,LRRC7,
816,LRRC40,
817,SRSF11,
818,ANKRD13C,
819,HHLA3,
820,CTH,
821,RP11-42O15.3,
822,PTGER3,
823,RP3-333A15.1,
824,ZRANB2-AS1,
825,ZRANB2,
826,NEGR1,
827,LRRIQ3,
828,FPGT,
829,FPGT-TNNI3K,
830,ERICH3,
831,RP11-17E13.2,
832,CRYZ,
833,TYW3,
834,SLC44A5,
835,ACADM,
836,RABGGTB,
837,ST6GALNAC3,
838,RP5-1102E8.3,
839,ST6GALNAC5,
840,PIGK,
841,AK5,
842,ZZZ3,
843,USP33,
844,FAM73A,
845,NEXN-AS1,
846,NEXN,
847,FUBP1,
848,DNAJB4,
849,GIPC2,
850,RP11-386I14.4,
851,PTGFR,
852,IFI44L,
853,IFI44,
854,ADGRL4,
855,RP5-887A10.1,
856,ADGRL2,
857,RP5-837I24.4,
858,RP11-475O6.1,
859,TTLL7,
860,RP11-486G15.2,
861,PRKACB,
862,SAMD13,
863,DNASE2B,
864,RPF1,
865,GNG5,
866,CTBS,
867,SSX2IP,
868,LPAR3,
869,MCOLN2,
870,WDR63,
871,MCOLN3,
872,SYDE2,
873,C1orf52,
874,BCL10,
875,RP11-131L23.1,
876,DDAH1,
877,RP4-621F18.2,
878,CYR61,
879,ZNHIT6,
880,COL24A1,
881,ODF2L,
882,CLCA2,
883,RP4-612B15.3,
884,SH3GLB1,
885,15-Sep,
886,HS2ST1,
887,RP5-1052I5.2,
888,LINC01140,
889,LMO4,
890,PKN2-AS1,
891,PKN2,
892,GTF2B,
893,CCBL2,
894,RBMXL1,
895,GBP3,
896,GBP1,
897,GBP2,
898,GBP7,
899,GBP4,
900,GBP5,
901,GBP6,
902,LRRC8B,
903,FLJ27354,
904,LRRC8C,
905,RP5-943J3.2,
906,LRRC8D,
907,ZNF326,
908,RP4-665J23.1,
909,RP4-665J23.2,
910,ZNF644,
911,HFM1,
912,CDC7,
913,TGFBR3,
914,BRDT,
915,EPHX4,
916,SETSIP,
917,BTBD8,
918,KIAA1107,
919,GLMN,
920,RPAP2,
921,GFI1,
922,EVI5,
923,RPL5,
924,FAM69A,
925,MTF2,
926,TMED5,
927,CCDC18,
928,DR1,
929,FNBP1L,
930,BCAR3,
931,RP5-1033H22.2,
932,RP4-561L24.3,
933,DNTTIP2,
934,GCLM,
935,ABCA4,
936,ARHGAP29,
937,RP11-148B18.1,
938,ABCD3,
939,F3,
940,SLC44A3,
941,CNN3,
942,RP4-639F20.1,
943,ALG14,
944,TMEM56,
945,TMEM56-RWDD3,
946,RP11-57H12.3,
947,RWDD3,
948,RP11-286B14.1,
949,PTBP2,
950,DPYD,
951,SNX7,
952,PLPPR4,
953,RP11-413P11.1,
954,PALMD,
955,FRRS1,
956,AGL,
957,RP5-884G6.2,
958,SLC35A3,
959,MFSD14A,
960,SASS6,
961,TRMT13,
962,LRRC39,
963,DBT,
964,RTCA-AS1,
965,RTCA,
966,CDC14A,
967,GPR88,
968,VCAM1,
969,EXTL2,
970,RP4-549L20.3,
971,SLC30A7,
972,DPH5,
973,RP11-421L21.2,
974,RP11-421L21.3,
975,RP4-575N6.4,
976,S1PR1,
977,RP11-411H5.1,
978,COL11A1,
979,RNPC3,
980,AMY2B,
981,PRMT6,
982,NTNG1,
983,VAV3,
984,VAV3-AS1,
985,RP11-356N1.2,
986,SLC25A24,
987,RP11-483I13.5,
988,FAM102B,
989,HENMT1,
990,PRPF38B,
991,FNDC7,
992,STXBP3,
993,AKNAD1,
994,RP11-475E11.9,
995,SPATA42,
996,GPSM2,
997,CLCC1,
998,WDR47,
999,TAF13,
1000,RP5-1065J22.8,
1001,TMEM167B,
1002,SCARNA2,
1003,C1orf194,
1004,KIAA1324,
1005,SARS,
1006,CELSR2,
1007,PSRC1,
1008,SORT1,
1009,PSMA5,
1010,SYPL2,
1011,ATXN7L2,
1012,CYB561D1,
1013,AMIGO1,
1014,GNAI3,
1015,AMPD2,
1016,GSTM4,
1017,GSTM2,
1018,GSTM5,
1019,RP4-735C1.4,
1020,GSTM3,
1021,EPS8L3,
1022,CSF1,
1023,AHCYL1,
1024,STRIP1,
1025,RP4-773N10.4,
1026,ALX3,
1027,UBL4B,
1028,KCNC4-AS1,
1029,KCNC4,
1030,RP5-1074L1.1,
1031,RBM15,
1032,SLC16A4,
1033,RP5-1074L1.4,
1034,LAMTOR5,
1035,KCNA2,
1036,RP11-284N8.3,
1037,KCNA3,
1038,CD53,
1039,LRIF1,
1040,RP11-96K19.5,
1041,DRAM2,
1042,CEPT1,
1043,RP5-1180E21.4,
1044,RP5-1180E21.5,
1045,DENND2D,
1046,CHI3L2,
1047,PIFO,
1048,OVGP1,
1049,WDR77,
1050,ATP5F1,
1051,C1orf162,
1052,TMIGD3,
1053,ADORA3,
1054,RAP1A,
1055,LINC01160,
1056,FAM212B,
1057,DDX20,
1058,KCND3,
1059,RP11-88H9.2,
1060,RP5-965F6.2,
1061,CTTNBP2NL,
1062,WNT2B,
1063,RP4-671G15.2,
1064,ST7L,
1065,CAPZA1,
1066,MOV10,
1067,RP11-426L16.3,
1068,RHOC,
1069,PPM1J,
1070,RP11-426L16.9,
1071,FAM19A3,
1072,LINC01356,
1073,RP3-522D1.1,
1074,SLC16A1,
1075,SLC16A1-AS1,
1076,RP11-31F15.2,
1077,LRIG2,
1078,MAGI3,
1079,PHTF1,
1080,RSBN1,
1081,PTPN22,
1082,AP4B1-AS1,
1083,BCL2L15,
1084,AP4B1,
1085,DCLRE1B,
1086,HIPK1-AS1,
1087,HIPK1,
1088,OLFML3,
1089,SYT6,
1090,TRIM33,
1091,BCAS2,
1092,DENND2C,
1093,AMPD1,
1094,NRAS,
1095,CSDE1,
1096,SIKE1,
1097,TSPAN2,
1098,NGF,
1099,VANGL1,
1100,CASQ2,
1101,SLC22A15,
1102,MAB21L3,
1103,ATP1A1,
1104,RP4-655J12.4,
1105,RP5-1086K13.1,
1106,CD58,
1107,IGSF3,
1108,CD2,
1109,RP4-753F5.1,
1110,PTGFRN,
1111,CD101,
1112,RP11-27K13.3,
1113,TTF2,
1114,TRIM45,
1115,VTCN1,
1116,RP11-188D8.1,
1117,MAN1A2,
1118,FAM46C,
1119,GDAP2,
1120,WDR3,
1121,SPAG17,
1122,TBX15,
1123,WARS2,
1124,WARS2-IT1,
1125,RP11-418J17.1,
1126,HAO2,
1127,ZNF697,
1128,PHGDH,
1129,HMGCS2,
1130,REG4,
1131,ADAM30,
1132,NOTCH2,
1133,SEC22B,
1134,AC253572.1,
1135,NBPF26,
1136,LINC00623,
1137,FCGR1B,
1138,FAM72B,
1139,SRGAP2C,
1140,CH17-437K3.1,
1141,RP11-344P13.4,
1142,RP11-403I13.5,
1143,RP11-403I13.7,
1144,RP5-998N21.4,
1145,FAM72C,
1146,RP11-14N7.2,
1147,RP11-763B22.4,
1148,NBPF15,
1149,SRGAP2B,
1150,FAM72D,
1151,AC241585.2,
1152,CH17-373J23.1,
1153,RP11-89F3.2,
1154,NBPF20,
1155,GPR89A,
1156,PDZK1,
1157,CD160,
1158,RNF115,
1159,POLR3C,
1160,NUDT17,
1161,PIAS3,
1162,ANKRD35,
1163,ITGA10,
1164,PEX11B,
1165,RBM8A,
1166,RP11-315I20.1,
1167,LIX1L,
1168,ANKRD34A,
1169,POLR3GL,
1170,TXNIP,
1171,NBPF10,
1172,NOTCH2NL,
1173,CH17-353B19.1,
1174,NBPF12,
1175,PRKAB2,
1176,RP11-337C18.8,
1177,FMO5,
1178,CHD1L,
1179,BCL9,
1180,ACP6,
1181,GJA5,
1182,GPR89B,
1183,RP11-94I2.4,
1184,NBPF11,
1185,RP4-565E6.1,
1186,XXyac-YX155B6.5,
1187,LINC01138,
1188,RP11-495P10.1,
1189,AC245100.1,
1190,PPIAL4G,
1191,NBPF14,
1192,PDE4DIP,
1193,RP4-791M13.3,
1194,NBPF9,
1195,CH17-189H20.1,
1196,RP11-326G21.1,
1197,NBPF19,
1198,LINC00869,
1199,FAM231D,
1200,FCGR1A,
1201,HIST2H2BF,
1202,RP11-196G18.3,
1203,HIST2H4A,
1204,HIST2H2BE,
1205,RP11-196G18.24,
1206,HIST2H2AA4,
1207,HIST2H4B,
1208,RP11-196G18.23,
1209,HIST2H2AC,
1210,HIST2H2AB,
1211,BOLA1,
1212,SV2A,
1213,SF3B4,
1214,MTMR11,
1215,OTUD7B,
1216,VPS45,
1217,PLEKHO1,
1218,ANP32E,
1219,APH1A,
1220,C1orf54,
1221,CIART,
1222,MRPS21,
1223,PRPF3,
1224,RPRD2,
1225,TARS2,
1226,ECM1,
1227,FALEC,
1228,RP11-54A4.2,
1229,ADAMTSL4,
1230,MCL1,
1231,ENSA,
1232,GOLPH3L,
1233,HORMAD1,
1234,CTSS,
1235,CTSK,
1236,ARNT,
1237,SETDB1,
1238,CERS2,
1239,RP11-316M1.3,
1240,ANXA9,
1241,FAM63A,
1242,PRUNE,
1243,BNIPL,
1244,C1orf56,
1245,CDC42SE1,
1246,MLLT11,
1247,GABPB2,
1248,SEMA6C,
1249,TNFAIP8L2,
1250,SCNM1,
1251,LYSMD1,
1252,VPS72,
1253,PIP5K1A,
1254,PSMD4,
1255,RP11-126K1.2,
1256,ZNF687,
1257,PI4KB,
1258,RFX5,
1259,RP11-126K1.6,
1260,SELENBP1,
1261,PSMB4,
1262,POGZ,
1263,CGN,
1264,TUFT1,
1265,RP11-404E16.1,
1266,SNX27,
1267,RIIAD1,
1268,MRPL9,
1269,OAZ3,
1270,RP11-98D18.16,
1271,TDRKH,
1272,RP11-98D18.9,
1273,RP11-98D18.17,
1274,RORC,
1275,C2CD4D,
1276,THEM4,
1277,S100A10,
1278,S100A11,
1279,TCHH,
1280,FLG-AS1,
1281,RP11-107M16.2,
1282,S100A9,
1283,S100A12,
1284,S100A8,
1285,S100A7,
1286,BX470102.3,
1287,S100A6,
1288,S100A5,
1289,S100A4,
1290,S100A3,
1291,S100A2,
1292,S100A16,
1293,S100A14,
1294,S100A13,
1295,S100A1,
1296,RP1-178F15.4,
1297,CHTOP,
1298,SNAPIN,
1299,ILF2,
1300,NPR1,
1301,INTS3,
1302,SLC27A3,
1303,GATAD2B,
1304,DENND4B,
1305,CRTC2,
1306,SLC39A1,
1307,RP11-422P24.12,
1308,RP11-422P24.10,
1309,CREB3L4,
1310,JTB,
1311,RP11-422P24.11,
1312,RAB13,
1313,RPS27,
1314,NUP210L,
1315,TPM3,
1316,C1orf43,
1317,UBAP2L,
1318,HAX1,
1319,ATP8B2,
1320,RP11-350G8.5,
1321,IL6R,
1322,SHE,
1323,TDRD10,
1324,UBE2Q1,
1325,CHRNB2,
1326,ADAR,
1327,KCNN3,
1328,PMVK,
1329,RP11-307C12.13,
1330,PBXIP1,
1331,PYGO2,
1332,RP11-307C12.12,
1333,SHC1,
1334,CKS1B,
1335,FLAD1,
1336,ZBTB7B,
1337,DCST2,
1338,DCST1,
1339,RP11-307C12.11,
1340,ADAM15,
1341,EFNA4,
1342,EFNA3,
1343,EFNA1,
1344,SLC50A1,
1345,DPM3,
1346,KRTCAP2,
1347,TRIM46,
1348,MUC1,
1349,RP11-263K19.4,
1350,THBS3,
1351,MTX1,
1352,GBA,
1353,FAM189B,
1354,SCAMP3,
1355,CLK2,
1356,HCN3,
1357,FDPS,
1358,RUSC1-AS1,
1359,RUSC1,
1360,ASH1L,
1361,ASH1L-AS1,
1362,RP11-29H23.4,
1363,MSTO1,
1364,YY1AP1,
1365,DAP3,
1366,GON4L,
1367,SYT11,
1368,RIT1,
1369,KIAA0907,
1370,ARHGEF2,
1371,RP11-336K24.12,
1372,SSR2,
1373,UBQLN4,
1374,LAMTOR2,
1375,RAB25,
1376,MEX3A,
1377,LMNA,
1378,SEMA4A,
1379,SLC25A44,
1380,PMF1-BGLAP,
1381,PMF1,
1382,BGLAP,
1383,PAQR6,
1384,SMG5,
1385,TMEM79,
1386,GLMP,
1387,CCT3,
1388,TSACC,
1389,C1orf61,
1390,RP11-98G7.1,
1391,MEF2D,
1392,RP11-284F21.8,
1393,TTC24,
1394,APOA1BP,
1395,GPATCH4,
1396,AL365181.2,
1397,RP11-284F21.11,
1398,HAPLN2,
